policyID,harvesterJobID,childUserHarvesterCount,childNONUserHarvesterCount
36DD787CD69A8F26,755114886367277088,0,0
4DB5958659E2E0FD,741768514476748251,0,0
C5704A718B7F2BA9,760486700930291324,0,0
2E15BE0DDD4E2E0F,755274641801592884,0,0
535BF9FEEB47CACF,741774336974961409,0,0
5678DAC889A26A27,741812661284499365,0,0
0B425DBF7765E1E0,754297437553960640,0,2
21D2C6065BAB40F8,741927750833578134,0,0
9E32E99F55313FC2,760562969907453323,0,0
BBF5D9A780A03BB1,742044992947770121,0,0
E6061AA48C0F29BA,744975866221231913,0,0
B14639F89DE077DE,742052482029832645,0,0
DE983EBE8448841D,745915756172167264,0,0
BE0AD3634A236C1F,742072827335045572,0,0
C11E9D24FA9D1729,746206708356681335,0,0
B325E375AB8F6DEA,742081867717758156,0,0
9712D2339C65F373,746424014729507841,0,0
48A3EDA555D414DF,747002104000168187,0,0
50C4846ED33CFEB4,742104828747796348,0,0
061F26BBA49C51D3,747271233661362558,0,0
234C42240792241A,742109824661488189,0,0
60F4803833DBBD00,754226175956586759,0,0
C41CB8C752855E55,747456643453920892,0,0
A192CF7162B92DDD,742208914383628771,0,0
B29A03FFD58FA948,742267408178922264,0,0
716B1A9ECFA09327,747691818761613203,0,0
5333888387115428,747765211199944860,0,0
36A5E229AE45B68B,747769180082527609,0,0
0DA5A4FDA05175F8,747810006177843660,0,0
1EEF42155092A641,747899527090174466,0,0
DC51192852F9102B,754006936180152002,0,0
647FB5F251B42C51,754158196928952754,0,0
A52BA9D0921DEF89,747905795329964987,0,0
50C5EF3CCADA66B0,747907217223352824,0,0
2F713ADAEC4737BD,754009621765066298,0,0
71F365064456761F,748006120755180990,0,0
13F5A849A1E09877,748020259722970031,0,0
54DB43F6E187026C,748058937477953316,0,0
7130FFA75E2A50B2,748082266707952579,0,0
DA7137F5C41AC1B4,748100611147747338,0,0
41411DA2A3FF0018,748686937772684042,0,0
4BC6D64DB5304D57,748839452346790246,0,0
06A439C4F793B15A,748990863112779724,0,0
EF7BD3E28CF0C0B9,749078499645383751,0,0
FA453EABA17C8456,749186520593808360,0,0
48AB5FBCB84AFFB8,749365824234973266,0,0
EA434843BBF72A40,749377227944280099,0,0
361A6DB50F69AD70,749443104701840153,0,0
3B9BF8628BEE7459,751619298863345160,0,0
791E80A074099B71,752015038055884520,0,0
30047A09EF5EF1AE,752037498193640795,0,0
1EB93909CB4817E6,740461517526071662,0,0
D4FF58F6113009D2,752158000290060106,0,0
E684AC707F81DF1D,740680230949103061,0,0
4449281EE3A5111E,752291320178018049,0,0
10AE94471E47E293,741615381631126980,0,0
377D57F5FE277358,741700359675945567,0,0
E42829B7EABED201,752468858389490440,0,0
7DF7887AE8E2B161,741759675122308665,0,0
101CAEE58289E48B,741914027884651405,0,0
6D32DD861C90235C,752481897874092532,0,0
428D932C21D7EAB1,756640943152649980,0,0
835A41BA2DC80BA2,756846271286783428,0,0
9FADFC84EFFBC8D2,752521243030901796,0,0
0A4436FCC75BCFE8,756910063066070886,0,0
6C226E72F19588E5,743418943418653588,0,0
B241D604B3974DDF,757322583757916397,0,0
9C8BC648E57A3F50,753110774730846808,0,0
CAC20BEC9FD96A91,757374885488730725,0,0
6C7729362150072F,743454036937965993,0,0
7F5FFD7A91571E81,757425638447827829,0,0
752C1444D7B59F0C,753631925339872243,0,0
3D799523EA5BDC22,750667862267360378,0,0
51E37D2DA58143A9,753661026723816751,0,0
8872260BB4CC51B6,757433013176806599,0,0
0AE9F020EB13C265,743545995384192287,0,0
156C8E28940E29A2,753866194606540285,0,0
8B0ECF4F22B2A578,757445331501544894,0,0
89F14B42253676D5,753980724625357009,0,0
B6F61A82EB50D529,750230878680807552,0,0
AD68B0CEF4BABD2A,757471200870044857,0,0
7474D64AFB454114,750148520931126666,0,2
4EBAE87748DDC4F3,757511694734955992,0,0
4F8D2EA4249BC3C7,750270709855778442,0,0
954740C2C35F7F77,757538077893962375,0,0
7A4268D004537126,747273853961892710,0,0
135F6660F5F95615,757556683274024793,0,0
A8FD06D81CD5427E,757608100493306684,0,0
1C1A2E933D565DAB,757676766539289398,0,0
808F4A1A0C57038B,750289724153903737,0,0
D288B891C68DE3D1,757718831237834511,0,0
69FD1836F8147914,750207470818543376,0,0
F622826B5B7BCFA3,757784879669836148,0,0
737172BEB20536AA,757861150860258237,0,0
C1374E6512778BB9,756509542334857040,0,0
6CA578E82910946A,757877455740900211,0,0
A9C226ADE184665C,758104282172525769,0,0
B5C82B13E3FF7A8E,759041760483763253,0,0
E2CFDB94A5102048,759057867445545241,0,0
B41B0651AA4798CD,758144175183668415,0,0
C3E7E94B54B79A18,759291070161457824,0,0
3C95F261B3283FFA,758268853261823595,0,0
908340E1D8F716CC,759352539088852337,0,0
BBFCE3708ADCF918,759623140256108314,0,0
4DD35F20EB0F2A8F,759703914704322891,0,0
585F4D8704DC3777,760025336537499323,0,0
899DB9E594F296A0,760266271636382941,0,0
9E48942E361D5FC9,760422135614632355,0,0
4D7EE1196FA41E60,750165023210860424,0,0
67D108B9D726A8F0,760454773140174186,0,0
1BADC6B73C5AC294,760741566305303384,0,0
3A8EBF551FC81261,760832559387304426,0,0
8B6F1CFF2E1A7758,761450815118751448,0,0
D2C3BA1D83692C9F,760966133191731922,0,0
B3A7339440968CF2,760862597163344061,0,0
01378EEB417E5246,761409781240450411,0,0
6F010C74002F55F7,759606097155689964,0,0
DD92DA74490185E9,760865937459073484,0,0
53432D39C564CD59,760887355566773539,0,0
150363DA9A303968,761067236354339508,0,0
78C33BDA1DDCFAEE,761289555241961846,0,2
D8E9C518326BB027,761083279759118343,0,0
DD37C811604CA6F0,761083959918165739,0,0
EE4F154833CD478A,761121201007270359,0,0
BB8EEB8877078E05,761227861064945214,0,0
9785D73A60F6C56C,761258436034755037,0,0
337D2CD18552C60F,761325380875474555,0,0
AE9D00718936E63E,761480525177336373,0,0
21FB6F97E9A2EEF8,761679058414045159,0,0
209DEB3A8561654A,761881458063584044,0,0
60AF015732A46C52,762818195774096507,0,0
619E753398EB70C3,763015404413407261,0,0
23401D4D43F71B2C,763156640397624403,0,0
E9D3E3CB8B3008F7,763219465469142971,0,0
5206F880BF673B97,763864000555809783,0,0
16D9B5F34492D4A6,763867997761472578,0,0
16A0C2795DFD1AC1,764139818071046266,0,0
8D2BEC3AE7979E16,764383319619449096,0,0
04209866D3AB066D,764563036658785715,0,0
64F7C15A30DB0EF2,765826746165422424,0,0
BCA259F6699D7EE7,765676400967044113,0,0
F9959A145A91D631,765586297576173864,0,0
9186AE619529A285,765465608122778353,0,0
C41F4F611CF4754D,765818845225151620,0,0
56E51EA953E0C9B9,767315333406237363,0,0
D5F712F0B8C59BA6,767446759461373958,0,0
293164A84AF5A46E,767271077151906535,0,0
30E067512769C40F,767478255555380492,0,0
3B4560FCC3800BFF,767608233378097519,0,0
FD88CC7453427882,763255841877768043,0,0
91EDC5043D5142AE,764233587999873291,0,0
B590AD8EF89CAEDB,765962181573394342,0,0
B2F6614A4C981311,766009968206060079,0,0
3B48068843B3D19A,766153728954331035,0,0
76BF3881CE6AC9F6,766156593133924012,0,0
7A07AD539B6182DC,767498819337759657,0,0
D7A0E0312303A319,765822087555978248,0,0
CB50BC50CFEF0247,766074295034229984,0,0
7244202FD2A79098,766211581904507205,0,0
1064B5D5C148320C,762412649022125865,0,0
318FE6DF43773BAD,762454845574790950,0,0
3626EF11787A933E,767794183378731241,0,0
82369D23B280A235,762512478008524415,0,0
2044631F0025FAFA,762981456293561901,0,0
B1871188B199B50B,763202827946663343,0,0
CF458C45FC96F5C8,770402973854078003,0,0
E05BDB3E34D4C677,769436989001958859,0,0
921A35EACE935A76,763275651134573886,0,0
029D0EA5F788FABB,764024960406930465,0,0
D39BA1FAB1B47492,769809124752753470,0,0
11D29A14B94AECC2,770814826484193157,0,0
E8D83244408610AD,764167614373586775,0,0
F3DEAC81BD9ADF61,770463433363255860,0,0
98AF074BE53FB626,764771939657248466,0,0
41A690530B0D898F,770744819153145177,0,0
593CB419A35BF47E,770089588520558899,0,0
2F6FF7C03B6594FD,765474545755292891,0,0
B2A3909AF1B8AF52,770804738725668029,0,0
AF66E94923746D01,765615577279229138,0,0
4882117B7C572B6C,765665856042433489,0,0
DD7675AABB0B4FFA,765716020879596498,0,0
1440DA83E498F547,770619220025139641,0,0
50C9967CBC095EB4,771566454966950843,0,0
E66A16C035061D4C,771632626986027702,0,0
1A5C14497E95B357,770418151078740536,0,0
DBB7F8B8DE072B0E,773309414671209747,0,0
893879D230DD4287,770458532051027649,0,0
0457DC25683F6E1A,770834749332640801,0,0
3EBA5D4CADE284DC,770757635523542079,0,2
FB6BDBFCFDF3EC85,770704651488570928,0,0
D1BB3B83D5AAAE97,770796852382752161,0,0
6836837330EB0827,770460101976163815,0,0
70FABAA4163E30F7,770736823341196404,0,0
DB35E02CA0D79DD5,770424432443508569,0,0
20A8C3C46FB612CA,775362561935506645,0,0
351779A96CFDF858,770592055824543216,0,0
C524175E96FBC96C,770386364196519640,0,0
9FAD15E059FBCB53,774461782784846244,0,0
39C16F72BACED786,775029987765445351,0,0
BF09CF5CF2153ECD,775255193266083574,0,0
26D10A44C9322067,775232865428742998,0,0
9114E68D00BD26B0,771018740374351435,0,0
3D1F465C81EA820B,774971993105063450,0,0
AE07409840B171CF,775301634628549980,0,0
B40B4988F8E2F4C6,775506374874029268,0,0
748494CD49FFDD75,775732020407706790,0,0
5E513601025970BE,776788903816024926,0,0
D6211E2BABBB562D,775657757548002821,0,0
7CD8F55C83496E27,776452335811432500,0,0
E236DBC7B9848A15,776421566130967787,0,0
DF098EB61DDE7F25,775643438995629467,0,0
2A5F8264B268BED1,776594648694210950,0,0
65DA63BBC5F82F2E,776515129313264108,0,0
6DA4D0D0D5126BED,776245719692671184,0,0
AB23317B59C81B8B,776520579335050656,0,0
5763858B04F6B564,776676260896801919,0,0
94C340DC869F1D0B,775955033544936966,0,0
E37F794900EF4497,776616427523623971,0,0
47D06C0F691D868E,776140266619016691,0,0
89474323635E64DE,775318661855926523,0,0
FB1B626B3742AD6C,776724230548504258,0,0
219E58F6CC01C699,775502334084940068,0,2
C61CBD2C8ABB0EED,776141583135600018,0,0
F0DCC3FFBA6DDA56,775255423975243254,0,0
45F257396F7A64BB,781778972132476219,0,0
E4D6FF2B19D00D92,775841265648729206,0,0
F3ED79F3619C9140,776087847356036109,0,0
E17B3FCE9C62398B,776185248507924664,0,0
80EBEB737FB26CC7,785831284560537662,0,0
1EC343CBE05B1137,776305051914419319,0,0
7CBEBAEB3EB78BC5,776186684114334971,0,0
EB6D094AB280CC69,786007514321838894,0,0
2F463D89775ED525,783432532586424413,0,0
FAD75B4B4FE15045,783650596812124695,0,0
7E1095208C90AD63,776833752287092199,0,2
D07B2AE2894E7314,784229722960726141,0,0
D0206F90A5247D44,790289810644977146,0,4
4731B739A976870D,776024462054497192,0,0
80A09CDDB6155CFC,784797237456989197,0,0
52297C30EF6EA25E,776560160777429203,0,2
419E81B9E4912A9E,776328879428211940,0,0
43221FC46335E007,775626235280646405,0,0
6A3CEE4E84D29B37,789783743688397610,0,0
A325C54AC8634580,784201604211978907,0,2
13AAD3BCEBA9EC3F,790170236613909659,0,0
5299D36F3ABA276B,784978917320408299,0,0
99C2E9F9BC3C313F,775617672692036740,0,0
4D09CCB63D93D6A3,776446317076913578,0,0
5DB15278B9EEE112,784996620822835104,0,0
D67ECDBF77323CB9,775872453338240585,0,0
45DA2F7D5133386F,784433862774838451,0,0
33C3403D827D0B00,790191618212068871,0,0
A2A065029C506ED7,775622532103430410,0,0
D7A5513078B13F56,775904772657875601,0,0
09A9F619D8961D81,775893445975276487,0,2
20AA934E1C0BBC75,790000902446032856,0,0
8438EE0CDCC79434,789912624481865381,0,0
133E1C976AD1B213,775487915015286431,0,0
0B3AA833E909B567,790025009313272572,0,0
15CCEFCA53F34BDF,775609880806374728,0,2
FF61D1924F02A52A,770396595567919259,0,0
D3885776F7A69147,775490697419425190,0,0
8F95542BEEACA623,776007092151314924,0,0
55C351074F9B4EAB,790164768663099782,0,0
0BFC8D1E72C3FC71,775709520076680655,0,0
11CC94521E5A0B89,775518298547486259,0,2
086EE82875B52353,775764222724662218,0,0
921C1A39B545DDD6,790919067731783793,0,0
4A24E1D8A0151A9C,790638220011442509,0,0
63141FC94EBF0BEF,790685714152103368,0,0
84FFE413656648DB,795196180260339306,0,0
1C36855F9055B3CD,776055915148223564,0,0
6149812340C68A89,790904989057696954,0,0
9FD4575AC140463D,794978504058153416,0,0
356E480E4DCDECF4,795195640913539926,0,0
4B4A7E1C45610260,794447504709347125,0,0
4F7AE354A55A8DE9,776048894434759363,0,0
022DB568D6F09DAB,794244972875082416,0,2
861188084AF742DB,790647654333771863,0,0
BA5711CB0DBA3B93,791031508439914944,0,0
A72B4B99771C686B,795079142372524974,0,0
CED3367BBB78E5C2,790925744728409869,0,0
B1CF05FA1CD0F14A,795360040304633496,0,0
40E99548C83AD0C1,790574721989318587,0,0
B813BEFAE7CB5FB8,790987473904904040,0,0
F0B4FF76FF7E33E9,795375267221903108,0,0
13A7DFE98CFD00B7,794981965510457854,0,2
010D3F6B76EB0B85,790808365501319393,0,0
76EBC097F14D569D,795088157187718493,0,0
A508D7331421D7BC,795240135777646012,0,0
0242FE6510C396DA,789759839555498758,0,2
BDECC3E3588C9EE1,795341982370288214,0,0
8CE8736559384BC4,785190186959911536,0,0
7804B6C4C68BB490,790769205225010117,0,0
1E7613156586C2B4,785360575142667002,0,0
1759501FE9C8CA1D,785129808235257227,0,0
F7C394D245DE9FE7,790465127246942972,0,0
7B0240704BF3A8AC,795077865302543838,0,0
DFA3346AEBC7C21E,790320686840736384,0,0
48EFB08A60C184AE,795096062190834038,0,0
B40637853B27DB5F,795463179773421299,0,0
0E9AE05B591A8C1B,795331868006387180,0,0
E77F0FF8B3713133,785368891601210601,0,0
AE411C49E85FE05C,785797081801422741,0,0
4D8F8824836E0496,795201018402522518,0,0
3E26A6E58F59F71D,785119526389395094,0,0
2A5804525F3E15C0,785641570454540007,0,0
6F0692D957581605,787262177411693124,0,0
B02700C474585A8B,785312061302535496,0,0
C3DF7AE769C2B36B,790786525987401538,0,0
42301779180C8E66,789140986074448780,0,0
79AD5E5A2C79815A,785215074410081241,0,0
2D449C90CFC680CA,785341145506475359,0,0
76E7189204440B64,789371970206032284,0,0
CCE923630111743F,789386819260559374,0,0
CC156F28FC2459AF,790373956724148355,0,0
8370353D7923F308,790676916782368638,0,0
294C129DE5E42196,789474015626730446,0,0
2A82F9D5A82A2A43,785735262629179635,0,0
0989E34B8CB8D75A,785798445817749805,0,0
20582422437685BD,789504249093583513,0,0
43A07D7C5796CB80,785631075603098304,0,0
25CA9F4F891D817C,789510527594664833,0,0
BBCCC1CAFF56576E,785705493374510907,0,0
AD0F2647A2F4F032,789721270052088893,0,0
6931117FBFDC5D3F,789794988123461193,0,0
5495198D7C1752A0,789863669515473796,0,0
A52E88E213208D59,785676696814045551,0,0
123E0B9038D6E0EF,785575897635695134,0,0
815F059A0033405F,785127693316250832,0,0
3E96FBE416747B2C,785329189608633118,0,0
60BE3E4D113D9BD0,794881378812497453,0,0
AF2087ECA0D6FA85,786456792020487166,0,0
4F4B1A5CEF3B9409,794230346985660013,0,0
B1AFF00143E4861A,785938826777002857,0,0
BE9A937524AA6015,791151346082695384,0,0
2834398583679C24,791169498831354700,0,0
BD17A73E3C051319,791257381461682165,0,0
F5F6C8FDC55D12A6,794830501269674214,0,0
CF353D98E859935E,785817749031820206,0,0
0EE6FF4EA6503EEF,791409771265105713,0,0
22C4D519DBE1DB82,790864503661992406,0,2
5154EAF0F7B8AD3C,791431150334418771,0,0
B8FC28461C805F28,791547049351702028,0,0
1E541F1DB669DCE9,794851566139181635,0,0
56BB5ED566D336F4,785959721553518735,0,0
43DAFB9E0DACE86A,791629874978966734,0,0
4C86BA876DC2CF0B,785981368655639445,0,0
1E3EA2483EDE5F3F,800502629191739646,0,0
25F193A8A2FA4B84,800310671535638293,0,8
84F88086B7A8ACAC,795080098214024778,0,0
9CD6F84B307B15D6,792095878100210870,0,0
80925AED8E1E8B3A,800485309455809514,0,0
0DF093BF8B4633D0,785929948895552625,0,0
DBFCD05C24DCE393,785965926935447223,0,0
E8C781C7C5C37075,786234377302118612,0,0
A9989895D27618DF,792233989506480255,0,0
8FA173640E3E7DDA,795372975665520877,0,0
5859B8B444F39546,785888958735786207,0,0
2CD2FE2F6DDB65B5,800137084561032402,0,0
68260944E8DBC4BD,800071594936564375,0,0
DF7467D03EE7D23D,786182544265044480,0,0
36F5F08D689A544B,792330675322230755,0,0
F6557EF6B60E4D05,792399245455460221,0,0
B89574D08B06AE86,800099120488479846,0,2
F7C2721883C28D75,800055600255247472,0,0
D7C5E6F6AF7F88D4,792634345905889282,0,0
F5FE5FCE3C46A113,800182628779803755,0,0
3C3D34294A53CF46,786061050679785940,0,2
08AB49C7C9DF02A6,792751061080103516,0,0
A088FAFE6617601C,791022173741478298,0,0
65D34EAC950340F1,792268173861548227,0,0
2D11C019AC304748,799902807839935597,0,0
EB36D9C02DA2BE04,800482376120090625,0,0
CE839A8BF716A137,800112514322918199,0,0
1E2ACC1136C99408,800454251687211220,0,0
61FA425E8CD286B8,800520331013814328,0,0
9D1ED98F8EC3CE8A,791340697772498427,0,0
39F601A6B0BF441F,791793518550546779,0,0
2D2EB744397CAE64,792239420764170218,0,0
258C9EDF07EC4F9E,792387024939553530,0,0
F832A1F81D22638E,792442978082235272,0,0
8DF423F6630BBE87,792777265284781545,0,0
C4ADACDBDA20F5E9,795554708618729246,0,0
F96AA0DD011F305D,793530094880098019,0,0
5E3EC23DA6514104,794911765657166756,0,0
3557792C4F2FEC0A,796216717439671420,0,0
699E5EC6EF01A134,797520489972519029,0,0
8F0B554DB4B4DBE7,798642933103320134,0,0
73960BF19FDAF29E,795862626548401009,0,0
AAF822FAC989F9D6,793790132049087487,0,0
6F675C0797DBB5E1,799311587375461223,0,0
4743A414AA7160E7,796448735749898742,0,0
2ED4D18A98A19D50,799487929170792795,0,0
BDDCB8B389B02C1F,799545831495458656,0,0
E24F852E32ACB050,799553504151130378,0,0
FE1111F9B66957C5,798578527509384465,0,0
B23BFA8E13F45F29,799575648859286062,0,0
FE8C232112EA04A3,799662713098169788,0,0
972BB25D09E84553,799681460206816986,0,0
4DB83490A7D873E0,799683085634533735,0,0
561BB587DE97D263,794870284166472978,0,0
0758D7E96F7847FA,799738823628902207,0,0
6EE5634967DAEBBD,800476162902244641,0,0
4A28D264EDF2680A,799794785887045587,0,0
EBE78F1EFD6068C9,795225689769203933,0,0
AC4726B4B7A00543,799808664024796189,0,0
105501266C7829C2,799820084389817183,0,0
5B14E30B4F190D5A,800646736879215986,0,0
7D6AA590FAC7D486,799894127065317815,0,0
007E71EA28F22DC2,800658596026484067,0,0
AB66AC29F7CFFBA0,800001850316586886,0,0
63E7B42ECA7BDA04,800744037119544457,0,0
C8BEEF2133BC1E68,800752452721825140,0,0
0493B8327F2A3877,800765537954747326,0,0
D3AAF0E7DE4E7AD3,800796091218970955,0,0
2259C1BA8FD9C3D3,794386096669959214,0,0
6D909FA870EAE1CF,800201142057407278,0,0
072F8D73A083617D,800897577668845205,0,0
5C2B72C858AF2C29,800899528886090499,0,0
FA0982DF0804F09E,800401400781208121,0,0
3E8FECCA33908C57,801139320345291292,0,0
F48704ACA676D44C,796223309926403986,0,0
869BC79110C7AB93,801154984758102538,0,0
450B5B3635B05221,796561425661988867,0,0
731BDC4EEFEBFE12,801205229450375388,0,0
12DF3CC9EE54E616,796813502653547183,0,0
A7F02D175BB93157,801300998473055879,0,0
4F9E872E241CEA02,796850918655570976,0,0
48CE0F545116B8DC,806403903021846509,0,2
A0657D6DF439542E,800516814831186809,0,0
DCAACD17277F1643,801320770523505878,0,0
9E593FCCDF28F341,806493855946413029,0,0
93E0F6FE240EF3B0,801375614874175963,0,0
E09AF7B9E34DBBE2,806735176253898322,0,0
146AA9BAC5F156B2,806466544165708748,0,0
5CD7B6BA375EFDFC,800531469307328301,0,0
DD73508161BD76A8,806902449446130526,0,0
9C4F0F4E756F0E2F,801750530192054933,0,0
1A514D86A626C8E3,806825624709221832,0,0
05C91D067421E807,806738987440331548,0,0
DC59509DBF351FA0,801788740147267679,0,0
54D736C578B9B481,801807383936898958,0,0
9A075D31CAF96AFF,806663744004917152,0,0
3D131FBBD4F19869,806716471860056741,0,0
A672A61C6A226E3F,802130472383608204,0,0
9665DD8180535E44,806433614618046703,0,0
4BCB4E1870ADE876,802219314620077799,0,0
500C12C63E305E6B,807140077302844038,0,0
54E0E8BF63E71575,807251031977577421,0,0
45D5505BE4C1FE7B,807463470282549017,0,0
DF4EC5D86081B4B3,807377042442196187,0,0
732E823E5CE2AFC9,807344388339392151,0,0
D65EA8FCC0B1ED72,807517982959269389,0,0
87F6ED9C5B4F9A68,807199876922158562,0,0
14A626799044D522,807524460716496691,0,0
74E634483A040D12,807387191936805041,0,0
2F79A628C442EA0F,807312882483360016,0,0
0AD62577873159BD,807609098022354178,0,0
A7E883DC0CAAD90A,807554155944749438,0,0
43695EF74FD02D0A,807310926271129050,0,0
8A320EBB5ADA9F12,807884558036284283,0,0
E5EE6E196B9645A6,807242699302008955,0,0
A5971A19E67374DE,807388967545056327,0,0
217E581F26345EFE,807891007168060396,0,0
40FF83D5A870F894,808070519711212388,0,0
A0C6B3AF3E5CFBEF,806878692443738312,0,0
F04498528405CD9F,808091750885725276,0,0
908ACA094134369C,806985382344826304,0,0
F08F4E75B4FEAB1E,808104787056489186,0,0
AEC5913DFE0F943F,808107630804242242,0,0
CD4E4FE22BCB7218,808206893622709781,0,0
2A7431FB113A1135,809805419715713785,0,0
68F43999AFD6097E,808236180318449426,0,0
86208987F70C5964,809435586904829287,0,0
053B21A2019ECE1C,809458658424679876,0,0
7F423701EDBC8D8C,809549137950432201,0,0
68948760B5865FC8,809008636086606930,0,0
49B7E907E01E7B31,809016408632753485,0,0
CF76E3938CBDE226,809360285574337766,0,0
3641C7F03D5DF1AC,809664037798300161,0,0
4B41251A5BEE09E7,810048335264821414,0,0
BD453FF2055D8824,809021977165115378,0,0
4B67523CB0A7D1E8,809751136854748808,0,0
6165D298C35DFE67,810085339470331794,0,0
A75389A4020CA625,811334803272988495,0,0
90705BD88910CEEA,811407091479637537,0,0
1395E1F164B5613E,811554249909738159,0,0
A46EC3A9595755FF,811563489862361002,0,0
B52F95A3967B006B,811576821588395747,0,0
71A67A1C28B6AB02,811587876546335379,0,0
4CDC9190AD8A3269,809227038690006092,0,0
BD9B0BC1D61E7DC7,810469129629856792,0,0
8A7EFBBD0C2B7686,810743957705548394,0,0
5653F91C5E8D8804,810752025417798616,0,0
AF808684ECF241BF,810830772340400736,0,0
3B992B128D353378,810961678353722891,0,0
ADEC4816A5869D90,810986981383058935,0,0
581C72C5B005EC78,811004254626140291,0,0
2E2FFFC720EC2E02,811029849137981867,0,0
7C39E8FDE7C2D181,811057955394541359,0,0
786F9847AABD9192,811134357183284318,0,0
CF39FBCA2F8B64E0,811139385694457058,0,0
86FC186425071662,811196190784334108,0,0
76A811AEC00872CB,811220683378877679,0,0
ED3047990D60A0B2,811238600926335435,0,0
B7F00B850509EBF3,811332376425070905,0,0
9603D5D244E7C801,810734467962555621,0,0
CB47257057BF840C,810784170488088001,0,0
2C428EEA08030FA9,810849592296439186,0,0
4A97904466CAF061,812292409213366381,0,0
